Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
SOTL,576.0,587.45,571.0,583.85,-7.85,60109.1,47.85,21.81,642.15,531.2
SAKUMA,5.52,5.84,5.46,5.69,-0.17,3696693.9,0,21.82,36.43,5.52
ALMONDZ,31.9,33.68,31.24,32.89,-0.99,332415.0,0,21.83,172.65,27.89
BIOCON,362.75,375.75,360.0,375.85,-13.1,9215104.1,33.08,21.89,391.2,327.65
WELENT,577.0,594.45,568.55,590.6,-13.6,276482.5,49.67,21.99,608.85,437.0
HUDCO,240.5,248.3,240.05,245.1,-4.6,7747974.5,41.68,22.01,342.2,240.8
ZENITHSTL,12.12,12.12,11.8,11.55,0.57,371992.0,0,22.03,14.72,8.44
RUBYMILLS,294.6,310.5,292.5,303.85,-9.25,151606.1,43.91,22.05,309.05,216.13
BPL,111.87,112.99,110.5,112.45,-0.58,64113.0,0,22.1,142.24,105.11
MOIL,385.9,395.85,383.7,390.7,-4.8,1010464.3,39.14,22.14,556.65,382.8
SRGHFL,370.0,374.65,355.55,370.2,-0.2,7590.8,31.02,22.19,398.6,317.85
SAIL,129.5,131.89,128.65,131.93,-2.43,14567848.3,29.43,22.21,156.48,125.23
PRUDMOULI,42.93,42.93,41.71,40.89,2.04,113136.1,0,22.21,42.93,20.02
ROHLTD,374.8,375.5,365.5,370.2,4.6,99701.6,43.25,22.22,378.5,333.65
PENIND,169.29,172.51,167.21,169.51,-0.22,764803.8,46.7,22.22,197.99,163.86
IMPAL,1351.05,1383.5,1348.0,1369.95,-18.9,10206.0,65.3,22.23,"1,445.35","1,076.65"
PTL,43.98,44.4,43.69,44.07,-0.09,159891.9,55.36,22.25,48.12,42.0
DEEPAKFERT,1018.0,1036.55,958.3,958.3,59.7,908091.8,26.41,22.27,994.85,"1,000.80"
AVANTIFEED,684.1,688.4,678.0,680.85,3.25,449317.0,44.95,22.27,771.3,588.6
PKTEA,423.0,429.5,418.0,430.0,-7.0,247.9,0,22.28,515.6,334.6
INSECTICID,909.05,930.0,902.2,917.75,-8.7,57465.2,43.8,22.29,998.75,"1,011.25"
GEOJITFSL,163.0,165.0,155.02,155.76,7.24,3442709.3,26.06,22.32,170.58,96.49
IRMENERGY,466.0,478.0,451.45,448.25,17.75,426945.5,43.91,22.33,472.8,408.5
MANINDS,382.95,390.0,379.8,389.55,-6.6,168940.0,57.48,22.35,493.75,382.4
SIGMA,380.5,395.3,377.0,389.5,-9.0,4187.3,72.63,22.36,427.0,365.2
PARAGMILK,178.0,182.4,177.82,181.1,-3.1,348979.2,64.96,22.41,204.69,175.03
JAIBALAJI,1131.45,1176.0,1107.05,1128.35,3.1,153527.6,64.84,22.43,958.80,"1,000.25"
SHARDAMOTR,2454.0,2578.85,2446.05,2473.9,-19.9,25303.8,62.54,22.46,"2,925.45","1,789.95"
SHRIPISTON,2310.0,2337.8,2295.45,2322.8,-12.8,299774.5,67.79,22.52,"2,347.85","1,774.95"
AGI,870.0,882.9,866.05,874.3,-4.3,219800.7,48.32,22.53,952.75,697.5
EKC,204.33,217.43,203.1,208.37,-4.04,2347700.0,27.95,22.54,208.37,125.94
SMLT,169.0,177.85,167.8,170.92,-1.92,17687.6,63.16,22.55,205.39,169.18
PLASTIBLEN,325.0,333.85,318.0,327.35,-2.35,29966.1,0,22.55,375.7,267.3
SHYAMMETL,887.9,896.35,881.3,892.1,-4.2,1023633.7,49.88,22.56,899.35,653.8
MUNJALSHOW,167.7,172.49,166.83,169.06,-1.36,248252.3,43.6,22.6,186.51,155.36
MANAKSTEEL,70.0,72.09,65.22,68.66,1.34,261856.2,34.86,22.65,68.72,51.49
PSPPROJECT,680.0,691.15,677.7,688.25,-8.25,59398.5,57.84,22.68,726.75,646.7
FILATEX,64.49,67.2,63.66,64.09,0.4,5264917.4,22.57,22.7,68.62,53.6
MSTCLTD,713.0,735.5,710.0,717.9,-4.9,171064.9,45.29,22.71,954.3,712.85
FINPIPE,302.0,305.65,300.0,304.4,-2.4,421738.7,47.89,22.82,334.7,277.95
RUSHIL,36.12,36.99,35.61,36.55,-0.43,783989.0,60.98,22.83,386.95,34.3
AHLUCONT,1194.0,1229.0,1185.0,1212.75,-18.75,151505.9,60.42,22.84,"1,495.70","1,159.85"
BALRAMCHIN,573.0,581.0,568.0,570.1,2.9,1247031.8,35.5,22.85,598.65,423.75
VARDHACRLC,61.4,61.97,60.21,61.22,0.18,125519.5,54.19,22.98,66.83,54.97
SMLISUZU,1933.0,1962.15,1920.0,1948.35,-15.35,25424.3,54.32,23.02,"2,231.80","1,894.60"
TANLA,938.0,954.5,932.0,947.85,-9.85,341243.5,44.05,23.02,998.00,"1,003.05"
PYRAMID,184.2,186.81,180.74,182.78,1.42,256441.6,45.03,23.06,199.5,166.77
TRIGYN,111.05,116.49,111.05,115.86,-4.81,56512.1,0,23.1,148.83,112.62
GLOBE,5.43,5.59,5.26,5.4,0.03,2129748.8,0,23.16,6.19,3.05
EDELWEISS,129.45,136.25,128.6,131.75,-2.3,8691826.6,35.43,23.22,131.75,60.52
STEELCAS,761.4,776.3,750.5,776.75,-15.35,111837.1,34.73,23.24,803.65,633.6
ASAHISONG,504.0,518.95,495.0,510.95,-6.95,5204.7,0,23.28,572.5,398.5
SANDUMA,490.15,502.45,489.65,496.95,-6.8,195050.5,49.61,23.33,605.9,478.25
INDBANK,48.51,50.05,48.27,49.41,-0.9,184565.3,47.38,23.39,56.7,47.07
RANASUG,22.0,22.6,21.87,22.13,-0.13,572727.3,29.51,23.44,26.61,21.63
BANARBEADS,100.07,101.25,98.36,100.28,-0.21,31095.4,66.02,23.46,106.8,95.95
VADILALIND,4574.0,4594.25,4490.2,4512.0,62.0,13491.9,66.88,23.5,"4,566.10","3,886.20"
PREMIERPOL,242.5,251.99,240.1,243.53,-1.03,231340.2,48.49,23.51,265.74,203.05
PIXTRANS,1575.2,1659.95,1561.6,1634.2,-59.0,353780.1,18.15,23.54,"1,652.20","1,302.05"
INDIAGLYCO,1222.6,1245.9,1211.0,1223.15,-0.55,101295.2,38.21,23.54,996.90,"1,003.10"
VSSL,287.4,288.25,280.0,287.1,0.3,44831.9,57.5,23.6,331.95,251.85
PASUPTAC,58.7,60.0,58.7,61.79,-3.09,4319140.3,0,23.71,64.97,36.99
JUSTDIAL,1195.0,1225.3,1167.0,1176.0,19.0,287464.0,25.19,23.77,998.80,"1,002.90"
NHPC,94.35,95.95,94.06,95.5,-1.15,15459538.3,49.39,23.77,115.81,93.68
ICIL,409.0,413.5,406.0,411.0,-2.0,369529.3,62.06,23.8,446.9,361.35
LIKHITHA,398.0,409.5,393.1,400.45,-2.45,92271.2,48.32,23.8,480.15,378.6
PGIL,906.0,958.8,904.0,954.9,-48.9,61976.0,80.66,23.83,999.10,"1,015.60"
CORDSCABLE,200.95,206.0,199.0,204.83,-3.88,18668.9,0,23.87,269.76,198.11
VENKEYS,2270.65,2340.0,2253.1,2286.35,-15.7,66003.0,39.49,23.89,"2,517.05","1,799.50"
IGL,535.0,553.8,533.05,548.1,-13.1,3244354.6,51.49,23.93,556.0,470.4
JSL,747.0,764.95,744.0,756.4,-9.4,747699.3,60.08,23.94,833.65,659.85
BAGFILMS,10.9,11.4,10.56,10.89,0.01,1043681.5,54.51,23.96,11.5,8.28
IRCON,227.35,235.95,225.4,231.75,-4.4,4233745.4,41.32,24.04,336.8,227.0
ISFT,163.0,163.01,158.55,158.55,4.45,219864.0,0,24.08,181.39,122.05
DBL,536.0,557.0,532.25,541.05,-5.05,500768.9,38.09,24.08,576.75,503.0
SEAMECLTD,1340.0,1385.0,1334.05,1371.3,-31.3,38495.3,83.00,24.1,"1,607.55","1,131.85"
VPRPL,234.8,239.69,232.59,233.72,1.08,515818.7,41.56,24.17,292.45,194.82
MUKANDLTD,166.34,173.0,161.0,161.67,4.67,343889.8,36.95,24.31,185.01,149.07
BALMLAWRIE,284.3,288.5,283.15,287.5,-3.2,473117.2,52.58,24.32,302.0,261.3
IOLCP,500.0,518.5,491.85,492.25,7.75,2486854.4,21.89,24.38,516.25,386.1
INDIGO,4925.0,4957.85,4887.5,4933.75,-8.75,932248.9,58.13,24.4,"4,994.65","4,209.90"
BAJAJCON,258.45,262.75,256.55,261.55,-3.1,267402.9,52.04,24.5,281.15,258.15
TTL,120.1,124.0,119.17,123.73,-3.63,62268.2,62.88,24.52,126.99,107.1
JAMNAAUTO,124.0,126.8,123.5,126.44,-2.44,3479486.5,59.01,24.56,146.09,119.9
DRCSYSTEMS,26.18,26.9,25.55,26.56,-0.38,94996.9,0,24.56,32.2,24.15
FIVESTAR,766.55,776.4,759.9,761.15,5.4,689786.6,59.78,24.63,828.4,692.65
SALONA,292.0,301.95,292.0,297.5,-5.5,1368.5,63.5,24.67,316.4,286.45
FIEMIND,1696.0,1714.8,1676.0,1692.95,3.05,117689.1,47.17,24.86,"1,730.35","1,270.50"
CONTROLPR,826.0,832.5,805.0,803.55,22.45,56243.8,58.92,24.86,872.25,772.3
WELSPUNLIV,179.5,183.7,176.31,177.97,1.53,4045312.3,42.41,24.86,207.26,144.44
ECLERX,2704.7,2728.0,2650.0,2710.45,-5.75,82086.8,52.75,24.98,"2,904.90","2,362.45"
WEIZMANIND,125.75,128.5,125.15,128.05,-2.3,4168.4,0,24.99,154.58,115.63
NITIRAJ,242.0,244.29,233.09,232.66,9.34,10535.2,54.56,25.07,298.0,204.35
JINDALPOLY,809.95,819.65,801.0,814.65,-4.7,78008.1,50.56,25.08,942.3,613.35
CREATIVE,905.0,939.0,885.0,914.95,-9.95,188225.8,44.15,25.09,937.0,674.3
VISHNU,392.55,401.5,392.15,396.9,-4.35,107262.3,49.12,25.26,474.3,390.9
MOLDTECH,233.1,238.0,231.6,236.88,-3.78,82632.1,61.05,25.3,282.15,210.3
SDBL,117.0,122.45,116.2,122.17,-5.17,2777689.8,49.46,25.35,124.04,106.04
HINDZINC,486.2,496.0,483.6,490.9,-4.7,1718243.2,47.27,25.48,693.15,476.55
BEDMUTHA,213.59,217.19,207.01,212.1,1.49,15452.1,74.24,25.5,245.4,202.96
AUROPHARMA,1536.0,1559.9,1518.05,1552.45,-16.45,1246340.2,30.68,25.52,"1,569.40","1,188.25"
NCC,311.5,316.25,310.95,315.25,-3.75,2603785.9,46.49,25.54,357.95,309.2
RELIANCE,2923.0,2964.0,2921.1,2944.6,-21.6,5812483.8,63.37,25.57,"3,201.80","2,882.95"
WIPRO,537.7,549.05,532.65,551.9,-14.2,7264946.2,37.56,25.57,573.2,485.0
EMSLIMITED,757.95,777.5,749.8,771.65,-13.7,250537.2,57.04,25.61,908.95,555.9
DEVIT,128.2,131.8,127.0,129.56,-1.36,45388.8,55.23,25.63,147.08,112.3
DBOL,132.72,134.66,128.5,131.14,1.58,132030.8,61.3,25.64,156.22,126.4
BHANDARI,6.87,7.04,6.81,6.97,-0.1,800719.1,64.61,25.65,8.16,6.49
ESSENTIA,3.97,4.03,3.9,3.97,0.0,8861158.5,57.92,25.65,4.83,3.64
MARATHON,655.0,672.55,645.55,665.45,-10.45,216487.1,43.05,25.69,668.4,557.4
TPHQ,1.47,1.51,1.42,1.48,-0.01,2170464.3,0,25.73,1.86,1.17
GOKULAGRO,272.85,289.35,269.65,287.4,-14.55,2038547.4,43.79,25.76,307.25,157.21
SILGO,50.6,53.45,47.15,45.75,4.85,863420.5,25.9,25.78,50.44,33.23
MANINFRA,189.0,192.99,188.1,191.09,-2.09,424951.2,47.05,25.79,212.93,178.66
COSMOFIRST,771.0,787.0,763.1,782.1,-11.1,85223.3,44.34,25.91,969.2,706.5
BIRLACORPN,1317.5,1330.95,1308.45,1324.45,-6.95,95194.7,62.14,25.92,"1,615.15","1,231.40"
CMSINFO,579.0,579.0,569.25,562.35,16.65,663867.8,66.78,25.95,588.35,460.3
APTUS,338.3,341.7,333.8,333.8,4.5,939937.7,55.66,25.99,347.65,300.5
EMMBI,141.01,148.6,140.5,146.87,-5.86,588454.4,40.78,26.03,152.46,101.36
HINDCOMPOS,580.0,589.6,575.0,583.85,-3.85,12649.3,35.11,26.1,631.55,452.4
ABSLAMC,753.75,759.9,750.0,753.5,0.25,320562.4,67.32,26.12,772.55,632.15
DLINKINDIA,682.65,709.5,676.35,701.25,-18.6,483033.3,47.57,26.13,701.25,439.4
ZENSARTECH,744.45,772.15,738.0,769.2,-24.75,581690.1,52.38,26.15,812.7,711.4
USHAMART,347.5,355.0,345.6,356.25,-8.75,1178689.3,60.82,26.25,411.2,319.4
SPAL,944.0,988.9,940.05,969.95,-25.95,87009.9,42.86,26.25,988.35,"1,005.45"
PENINLAND,56.02,56.85,54.85,55.06,0.96,617331.8,53.06,26.3,75.83,54.14
CENTEXT,25.31,26.18,25.21,25.84,-0.53,96515.2,0,26.33,30.18,20.25
CIEINDIA,575.35,578.3,560.3,565.35,10.0,226295.6,46.18,26.48,619.0,523.85
SWANENERGY,588.0,606.3,582.8,599.3,-11.3,1235766.3,48.97,26.5,757.75,586.9
RITCO,326.0,327.95,319.5,320.9,5.1,62999.6,64.7,26.61,366.8,268.7
INDNIPPON,783.0,802.45,780.05,802.45,-19.45,26980.5,62.7,26.62,831.6,757.4
MARUTI,12170.0,12337.95,12170.0,12245.75,-75.75,420941.0,53.56,26.67,"13,359.05","12,023.60"
ARE&M,1389.0,1411.7,1378.35,1400.0,-11.0,522733.4,63.32,26.69,"1,714.95","1,380.05"
AARTIPHARM,655.55,677.8,654.0,664.0,-8.45,208999.8,40.54,26.71,699.5,562.95
ASHOKLEY,236.05,240.4,234.8,240.8,-4.75,6522475.0,44.33,26.72,262.15,223.95
ZYDUSLIFE,1081.55,1111.9,1066.5,1110.95,-29.4,1177245.1,54.94,26.73,"1,300.90","1,057.00"
TAJGVK,313.2,319.5,310.85,315.1,-1.9,152493.4,51.39,26.74,353.1,290.35
ARIHANTSUP,351.2,362.6,351.1,361.1,-9.9,82122.1,55.45,26.74,372.7,281.05
ELDEHSG,927.25,942.4,925.7,931.8,-4.55,1957.8,67.53,26.77,995.50,"1,003.45"
LTFOODS,419.3,444.3,416.9,439.95,-20.65,2041636.9,37.43,26.79,439.95,252.75
GRANULES,548.6,548.8,537.5,544.2,4.4,8896308.9,32.67,26.8,718.1,468.9
SREEL,288.35,291.15,287.0,289.45,-1.1,18881.4,49.31,26.84,327.55,284.75
SUNFLAG,213.32,218.0,211.64,214.65,-1.33,391516.6,46.56,26.85,265.84,205.29
REPL,205.15,214.9,205.0,209.65,-4.5,62864.3,52.17,26.86,211.11,170.22
JPOLYINVST,820.4,835.0,815.25,836.1,-15.7,8175.5,55.09,26.91,928.2,751.95
SARDAEN,421.35,426.5,408.0,406.9,14.45,729626.7,32.20,27.12,423.3,226.35
AVTNPL,91.19,92.8,89.8,90.67,0.52,553951.4,39.32,27.13,95.13,83.99
FAZE3Q,460.85,471.3,458.05,463.4,-2.55,18449.0,72.82,27.17,562.5,415.1
GRMOVER,281.0,282.0,270.95,278.2,2.8,419982.8,42.11,27.23,280.15,177.95
SPECIALITY,170.03,172.66,170.02,172.56,-2.53,94352.0,65.02,27.29,192.53,165.41
CUPID,85.89,87.8,84.3,85.02,0.87,551555.7,0,27.31,105.65,83.36
MASTEK,2686.0,2748.95,2672.0,2735.6,-49.6,162280.7,53.29,27.33,"3,034.95","2,636.90"
ALANKIT,24.9,25.9,24.15,24.86,0.04,1653759.0,49.18,27.34,28.78,19.11
ADORWELD,1323.05,1361.5,1323.0,1350.35,-27.3,20152.2,51.87,27.37,"1,470.20","1,278.20"
NIRAJ,67.9,70.98,67.9,69.63,-1.73,1608699.5,0,27.42,72.26,42.67
RAMCOIND,241.5,243.75,240.01,242.67,-1.17,163495.6,57.56,27.52,266.17,221.95
TCPLPACK,3320.05,3420.0,3301.35,3311.8,8.25,7493.8,51.47,27.53,"3,481.30","2,229.40"
AUTOIND,140.5,142.09,138.4,140.37,0.13,234190.9,47.83,27.53,150.98,115.28
TIIL,3211.0,3303.0,3211.0,3275.0,-64.0,29359.1,47.21,27.54,"3,891.55","2,727.45"
MALLCOM,1615.05,1668.95,1572.2,1604.45,10.6,66851.6,19.66,27.56,"1,628.00","1,006.20"
PATINTLOG,25.68,26.4,23.9,23.9,1.78,1386861.3,35.54,27.58,27.53,21.99
CYBERTECH,219.95,226.55,215.8,219.75,0.2,168608.1,0,27.62,288.1,156.83
STYLAMIND,2064.9,2102.5,2033.0,2103.8,-38.9,42179.3,54.7,27.64,"2,166.80","1,652.10"
TEMBO,425.0,438.0,419.25,441.3,-16.3,175733.5,0,27.65,441.3,213.45
VSTIND,440.2,444.3,427.8,442.95,-2.75,813478.2,15.66,27.72,481.25,"3,881.65"
DHARMAJ,338.5,346.3,329.4,333.1,5.4,99471.9,59.13,27.76,374.95,244.75
MRF,134300.0,135690.0,133300.0,135219.2,-919.2,4597.9,33.55,27.79,"1,42,249.05","1,24,948.75"
MANOMAY,239.5,244.0,235.0,241.9,-2.4,27401.8,0,27.8,303.8,181.04
ATL,44.97,45.55,44.64,45.35,-0.38,852002.7,54.48,27.84,53.92,45.05
ROUTE,1640.0,1673.3,1628.0,1673.35,-33.35,248200.5,57.58,27.85,"1,879.55","1,500.60"
KKCL,650.15,659.0,644.45,659.65,-9.5,43908.2,59.68,27.89,754.8,613.15
INDIANHUME,514.05,537.6,508.35,531.45,-17.4,163733.8,51.84,27.92,572.0,396.65
KOPRAN,336.5,345.45,335.5,344.45,-7.95,1961410.1,50.65,28.01,349.35,234.6
BALPHARMA,130.5,135.85,130.0,134.14,-3.64,22632.4,0,28.06,152.58,111.14
BSOFT,631.8,647.6,627.5,648.45,-16.65,3298495.0,39.29,28.15,749.45,565.65
CARERATING,1018.05,1037.5,996.2,995.5,22.55,46401.9,51.76,28.19,998.30,"1,001.30"
BANARISUG,3325.0,3330.0,3191.1,3267.3,57.7,4171.2,43.95,28.23,"3,478.45","3,024.90"
DHANUKA,1550.2,1590.0,1549.6,1582.1,-31.9,60929.1,49.38,28.27,"1,846.75","1,553.55"
AIROLAM,134.15,137.97,133.5,137.29,-3.14,20241.4,25.29,28.28,145.14,120.29
ACCELYA,1797.55,1809.85,1780.0,1778.1,19.45,17597.3,50.93,28.28,"1,927.75","1,683.35"
SWARAJENG,3267.0,3309.9,3242.1,3270.7,-3.7,11122.4,53.08,28.35,"3,409.00","2,796.65"
NILKAMAL,1885.0,1910.0,1881.35,1898.55,-13.55,8312.8,77.2,28.41,"2,030.05","1,807.55"
CASTROLIND,252.35,256.7,251.5,254.65,-2.3,3636558.3,33.17,28.47,274.85,200.61
AAVAS,1823.0,1849.0,1800.0,1827.85,-4.85,421310.9,46.26,28.53,"1,935.75","1,629.25"
5PAISA,542.0,561.0,540.45,548.3,-6.3,103658.0,40.86,28.53,548.3,463.85
LINC,726.0,740.0,680.05,681.95,44.05,95408.9,39.2,28.67,720.8,574.8
HEROMOTOCO,5960.0,6145.95,5928.1,5961.2,-1.2,755881.3,26.87,28.7,"5,964.75","5,072.45"
WEALTH,1285.95,1286.0,1235.45,1300.45,-14.5,4360.6,0,28.72,963.10,"1,071.60"
CENTENKA,723.0,760.45,718.05,744.8,-21.8,48620.4,51.02,28.81,821.4,542.25
MAANALU,137.02,139.43,135.91,138.7,-1.68,200175.6,61.15,28.86,150.06,114.23
CIGNITITEC,1393.0,1394.3,1380.2,1391.35,1.65,93652.7,78.57,28.87,"1,391.75","1,341.20"
JAIPURKURT,41.69,44.4,41.22,43.4,-1.71,264964.5,36.61,28.87,53.52,30.82
ADVANIHOTR,74.01,75.9,74.0,75.03,-1.02,262793.3,54.3,28.95,80.72,67.06
RANEHOLDIN,2132.05,2189.95,2069.15,2159.15,-27.1,84902.9,56.98,28.99,"2,446.00","1,258.05"
VINDHYATEL,2303.3,2400.35,2302.0,2392.9,-89.6,39296.6,57.37,29.03,"3,143.00","2,293.35"
FDC,575.0,589.7,554.85,562.15,12.85,3150257.2,17.85,29.12,612.65,457.65
WHEELS,765.0,785.55,761.6,782.3,-17.3,22738.2,61.42,29.15,901.5,765.0
SELAN,850.0,892.4,850.0,880.25,-30.25,56686.2,58.34,29.16,999.80,"1,022.95"
GALLANTT,390.0,393.0,373.0,383.85,6.15,37625.5,0,29.26,389.7,292.7
MONTECARLO,823.95,854.7,816.55,840.9,-16.95,168793.7,44.06,29.3,840.95,594.55
KDDL,3050.0,3136.45,3025.0,3091.8,-41.8,53103.0,60.25,29.3,"3,586.10","2,708.90"
GPPL,221.75,226.97,217.79,226.12,-4.37,1432329.8,46.06,29.32,237.93,199.79
IFGLEXPOR,607.0,624.95,602.15,624.4,-17.4,8060.0,70.99,29.34,686.55,589.55
RATNAVEER,221.65,225.27,215.0,214.55,7.1,435043.9,0,29.44,219.88,128.59
FINCABLES,1406.0,1425.0,1398.1,1418.0,-12.0,105180.2,47.96,29.5,"1,666.50","1,379.95"
UCOBANK,48.71,49.21,48.36,48.94,-0.23,3821441.2,39.98,29.53,57.42,48.46
AVONMORE,17.6,18.09,16.7,17.49,0.11,451114.6,0,29.55,135.92,12.35
GSS,79.0,81.99,79.0,79.93,-0.93,90326.1,81.69,29.65,98.56,78.0
SOMANYCERA,715.05,722.45,711.9,717.3,-2.25,23182.2,64.46,29.69,832.4,689.95
TIMETECHNO,424.55,445.85,420.05,443.85,-19.3,1734067.3,27.22,29.69,443.85,297.05
UMAEXPORTS,139.8,146.5,136.0,141.33,-1.53,91356.4,0,29.7,141.33,83.36
GRWRHITECH,3222.4,3239.95,3158.15,3174.5,47.9,72114.0,77.49,29.74,"3,531.50","1,994.45"
PARACABLES,95.85,98.78,93.67,95.0,0.85,10142114.7,34.90,29.93,96.01,70.99
HCLTECH,1758.1,1808.1,1740.1,1813.75,-55.65,2150446.7,54.98,29.94,"1,813.75","1,440.50"
GOCLCORP,427.05,438.3,427.0,437.3,-10.25,67624.1,54.7,29.97,495.9,406.65
ATAM,154.7,157.99,153.0,155.6,-0.9,169050.5,27.43,30.12,207.97,154.26
INDRAMEDCO,450.0,463.1,444.05,454.5,-4.5,428099.4,53.43,30.14,479.0,236.2
TCI,1099.0,1121.0,1090.0,1098.3,0.7,31521.8,57.78,30.19,998.45,"1,001.55"
TREJHARA,290.0,303.99,283.08,292.28,-2.28,71869.4,59.33,30.21,292.28,167.58
OBEROIRLTY,1802.0,1824.15,1781.1,1814.1,-12.1,591858.9,52.17,30.26,"1,906.90","1,671.30"
PRITIKAUTO,28.56,30.35,28.5,29.59,-1.03,1866192.7,67.57,30.28,35.57,24.97
RUCHINFRA,14.48,14.79,14.32,14.54,-0.06,252900.5,0,30.32,18.67,12.29
MCL,36.8,37.96,36.71,37.62,-0.82,82220.5,46.22,30.37,43.33,35.8
INFY,1892.35,1938.75,1881.3,1952.55,-60.2,5007206.9,64.86,30.39,"1,964.50","1,511.35"
GOODLUCK,1234.0,1303.95,1230.0,1301.5,-67.5,206647.9,51.91,30.51,978.95,"1,042.65"
BAJFINANCE,7613.0,7672.5,7378.5,7365.5,247.5,1668657.0,50.63,30.56,"7,631.10","6,458.50"
TRIVENI,481.9,506.4,476.0,501.35,-19.45,2021148.3,29.67,30.63,507.5,371.85
ITC,506.75,512.4,505.1,507.75,-1.0,11483649.2,43.5,30.66,519.5,419.6
PAISALO,61.6,62.79,60.7,62.22,-0.62,2911601.6,55.85,30.69,79.31,59.93
LLOYDSME,815.0,834.0,814.4,820.85,-5.85,445130.0,50.54,30.71,820.85,695.5
SANDHAR,597.7,608.5,591.3,601.55,-3.85,68385.6,53.18,30.73,681.1,549.7
TTKHLTCARE,1725.0,1730.6,1689.8,1713.95,11.05,20681.7,52.98,30.75,"1,843.10","1,423.65"
ZIMLAB,113.0,114.08,112.3,113.3,-0.3,311579.3,53.93,30.81,121.17,105.04
TIDEWATER,2317.0,2359.0,2299.0,2336.15,-19.15,18511.7,53.54,30.87,"2,726.05","1,932.10"
NECCLTD,32.79,33.4,31.55,32.93,-0.14,155767.2,0,30.93,41.94,25.1
RADHIKAJWE,125.4,129.41,124.33,128.05,-2.65,3222988.1,41.7,30.97,128.05,57.22
VASCONEQ,68.75,70.85,68.6,69.68,-0.93,1222013.3,44.17,30.97,81.38,65.39
SIGACHI,55.5,56.39,55.35,55.83,-0.33,1325451.0,54.92,30.98,67.6,55.38
AARTIDRUGS,525.3,531.9,522.0,529.95,-4.65,190935.2,49.73,31.05,604.75,496.8
CIPLA,1652.5,1673.0,1638.05,1671.8,-19.3,1069165.9,66.24,31.14,"1,671.80","1,479.10"
JSWSTEEL,955.5,970.95,950.0,964.25,-8.75,1661617.2,28.81,31.18,971.0,863.8
NGLFINE,2120.0,2140.8,2104.6,2125.45,-5.45,6315.8,64.94,31.22,"2,714.45","2,094.90"
MPSLTD,2056.0,2123.95,2050.1,2089.8,-33.8,24812.1,48.46,31.26,"2,434.65","1,912.60"
KAMDHENU,608.0,615.0,601.05,603.0,5.0,1399795.4,39.23,31.26,643.0,477.35
SBICARD,780.0,795.2,777.9,792.45,-12.45,3497840.1,58.52,31.29,805.2,689.65
WINDLAS,878.75,895.75,864.9,895.3,-16.55,61527.0,49.85,31.4,915.45,685.85
AXITA,21.98,22.64,21.77,21.73,0.25,10937611.8,42.27,31.46,27.09,20.87
PARADEEP,86.7,87.29,85.43,86.93,-0.23,2793244.2,29.78,31.48,94.49,79.57
DOLLAR,518.15,525.1,512.0,510.4,7.75,93281.3,52.04,31.49,572.9,476.1
BBTCL,228.28,234.93,228.28,228.68,-0.4,5537.7,48.67,31.5,262.9,226.4
ASALCBR,989.0,1037.4,979.7,976.7,12.3,154172.4,27.09,31.55,998.85,652.05
DVL,488.5,509.95,485.35,506.4,-17.9,309877.6,22.13,31.57,509.75,346.9
EIHAHOTELS,394.85,404.65,392.1,400.9,-6.05,76873.6,44.76,31.58,988.7,394.9
RANEENGINE,527.2,533.95,507.35,528.9,-1.7,24004.9,0,31.6,642.95,379.55
CAPLIPOINT,1966.0,2024.35,1952.0,2007.85,-41.85,597503.3,35.5,31.67,"2,119.60","1,380.35"
M&M,2807.45,2848.0,2777.65,2787.65,19.8,2151458.4,60.21,31.67,"2,933.85","2,632.95"
GHCLTEXTIL,107.5,109.6,105.52,108.5,-1.0,504574.8,46.54,31.73,117.42,86.01
DSSL,1440.0,1493.3,1405.5,1434.65,5.35,43449.7,43.77,31.77,"1,593.55","1,112.25"
DCM,91.0,95.99,90.65,95.43,-4.43,17830.4,0,31.83,112.15,75.08
RPPL,44.36,47.0,43.56,47.25,-2.89,471225.8,48.87,31.87,91.73,44.84
SASKEN,1493.0,1501.55,1459.0,1493.7,-0.7,11100.2,63.48,31.9,"1,863.80","1,479.80"
POKARNA,1059.0,1068.95,1047.8,1064.35,-5.35,166041.8,35.82,31.92,999.50,"1,005.50"
ACI,702.9,719.9,701.55,700.5,2.4,322583.6,49.55,31.96,821.0,657.6
LT,3726.05,3757.95,3684.2,3695.2,30.85,2066749.5,63.19,31.97,"3,815.00","3,519.45"
JAYNECOIND,50.3,51.5,49.82,49.78,0.52,1277632.8,42.36,32.07,53.95,45.1
ONWARDTEC,420.85,427.3,418.0,427.35,-6.5,42582.5,50.48,32.08,488.1,396.05
PNC,68.75,71.99,68.2,70.37,-1.62,108688.5,47.25,32.08,72.94,63.4
MANAKCOAT,60.9,61.8,60.0,60.94,-0.04,70167.5,0,32.11,72.03,58.13
ALPHAGEO,439.9,439.9,420.4,420.4,19.5,6493.9,0,32.21,511.5,378.45
HOMEFIRST,1210.0,1250.0,1146.95,1175.0,35.0,1166041.4,29.2,32.26,992.65,"1,006.45"
KRISHANA,248.95,248.95,240.1,240.57,8.38,31827.3,63.18,32.36,306.35,240.57
ENIL,206.15,212.99,205.0,210.66,-4.51,51429.7,47.99,32.37,261.05,193.08
